区域,卧室数,客厅数,房屋面积,楼层高低,是否是地铁房,是否是学区房,价格（万/m2）
海淀,2,1,57.2,中,1,1,8.81
海淀,2,2,90.5,低,0,0,5.19
东城,2,1,65.8,低,1,1,7.57
海淀,1,0,37.8,低,1,0,8.63
朝阳,1,1,58.8,低,1,0,4.93
西城,2,1,56.6,中,1,1,10.11
西城,3,1,57,高,1,1,8.7
丰台,2,1,100.2,低,0,0,3.79
海淀,4,1,118,中,1,1,8.66
海淀,2,0,44.9,高,1,0,8.24
海淀,2,2,100.9,中,1,1,9.29
朝阳,2,2,126.8,低,1,0,6.2
海淀,4,2,184.4,低,1,1,6.82
朝阳,1,1,58.1,高,1,0,6.06
海淀,2,2,118.6,中,1,1,9.45
丰台,2,1,84.4,低,0,0,4.8
丰台,1,1,49.8,中,1,0,5.32
东城,3,2,158.3,低,1,1,7.79
东城,3,2,126.1,中,1,1,10.14
石景山,2,1,99.6,低,1,0,3.92
朝阳,3,1,102.7,高,1,0,4.39
朝阳,2,2,118.1,中,1,0,6.63
丰台,3,3,172.3,低,1,0,5.21
东城,1,0,240.2,低,1,0,5.82
丰台,2,2,82.1,高,1,0,4.47
丰台,3,1,119.6,低,1,0,5.22
西城,1,1,56,中,1,1,8.23
西城,2,1,66.9,中,1,1,10.53
石景山,1,1,60.1,低,0,0,4.3
西城,2,1,126.3,高,1,0,6.75
丰台,3,1,143.8,低,1,0,4.45
东城,2,1,91.1,中,1,1,9.62
海淀,3,2,156.2,低,0,1,8.18
东城,2,1,93.1,高,1,0,5.45
西城,3,0,57.3,中,1,1,8.33
朝阳,3,2,117.2,高,1,0,6.14
海淀,2,1,100.2,低,1,0,7.52
海淀,2,1,81.8,中,0,1,7.55
丰台,4,2,234.2,高,1,0,4.56
朝阳,1,1,52.7,低,1,0,5.59
朝阳,3,1,105,高,1,0,5.86
丰台,2,1,59.2,低,1,0,4.01
西城,3,1,67.5,高,1,0,9.62
石景山,1,1,50.1,低,0,0,3.95
西城,1,1,46.3,低,0,1,9.43
丰台,2,1,93.9,高,0,0,3.8
石景山,2,2,112.6,中,0,0,3.73
海淀,1,1,65.6,高,1,0,6.4
石景山,2,1,64.3,高,1,0,3.92
东城,2,1,61.7,中,1,0,6.47
丰台,3,1,128.6,高,1,0,5.31
海淀,1,2,68.9,低,1,0,6.68
西城,2,1,64.7,高,0,1,10.55
东城,2,1,142.5,低,1,0,6.01
朝阳,3,2,128,低,1,0,6.22
西城,1,1,90.9,低,1,1,8.58
朝阳,2,2,117.6,中,1,0,6.09
朝阳,3,1,160,低,1,0,5.59
石景山,3,1,110.9,低,0,0,4.84
朝阳,1,1,71.2,中,1,0,4.49
东城,3,1,79.5,中,1,1,7.03
石景山,2,1,60.4,中,0,0,4.44
丰台,2,1,89.2,高,1,0,4.08
丰台,2,1,94.8,高,1,0,4.31
海淀,2,1,102,中,1,1,6.26
丰台,2,1,75.4,低,1,0,5.56
朝阳,2,1,62.1,高,1,0,6.1
丰台,1,1,70.9,低,1,0,5.16
丰台,3,1,73.5,高,1,0,3.8
石景山,2,1,94,高,1,0,4.86
石景山,3,2,136.6,中,1,0,6.78
朝阳,1,1,62.6,中,1,0,6.5
丰台,2,1,73.9,高,1,0,3.88
西城,3,1,117.4,低,1,0,8.33
东城,1,1,42.1,低,1,0,9.3
石景山,2,1,62.1,高,0,0,4.26
海淀,1,1,54,高,1,1,8.42
石景山,3,2,141.4,低,0,0,5.99
石景山,2,1,61.4,高,0,0,3.42
东城,2,1,71.7,低,1,0,8.21
东城,2,1,88.4,低,0,0,4.77
朝阳,1,1,68.2,中,1,0,5.56
丰台,3,1,131.1,高,1,0,5.5
海淀,2,1,58.3,中,1,1,8.33
东城,2,1,91.8,低,1,0,7.16
朝阳,2,1,100.2,低,1,0,5.21
西城,1,1,76.2,高,1,1,10.83
海淀,2,1,64.6,高,1,1,7.19
海淀,3,2,181.6,中,1,0,7.33
西城,2,2,93,低,1,1,10.03
海淀,3,2,150.1,低,1,0,8.16
丰台,1,2,73.9,中,0,0,5.52
东城,2,1,59.9,高,1,0,8
东城,2,1,76.2,低,1,1,7.11
西城,3,1,92,中,0,1,9.42
西城,1,1,40,高,0,1,11
西城,1,0,47,中,1,0,6.27
东城,2,1,67.8,低,1,1,10.96
石景山,2,2,101.2,中,1,0,6.64
海淀,2,1,72.3,高,0,0,6.24
东城,1,1,62.7,低,1,0,7.41
东城,3,1,78,中,1,1,8.37
东城,2,1,54.2,高,1,0,7.01
朝阳,2,1,62,低,1,0,5.08
西城,2,2,101.6,低,1,0,7.62
东城,1,1,58.9,高,1,1,8.47
丰台,2,1,88,中,0,0,4.52
丰台,2,2,119.4,低,0,0,4.3
丰台,2,1,76.2,高,1,0,4.31
石景山,2,2,105.4,高,1,0,5.84
东城,2,1,106.9,低,1,0,7.54
西城,1,1,52,高,1,1,11.22
丰台,3,1,125.3,高,1,0,4.1
朝阳,2,1,99.8,低,1,0,4.32
海淀,2,1,109.8,低,0,1,5.98
石景山,3,1,112.7,低,0,0,4.1
东城,1,1,56.5,低,1,1,8.41
丰台,3,2,126.7,中,0,0,4.83
海淀,2,1,61.2,高,1,0,6.65
西城,1,1,52.5,低,1,1,11.79
东城,2,1,59.5,低,1,0,6.17
石景山,1,1,60.8,高,1,0,4.26
东城,2,1,86.8,中,1,1,9.16
丰台,2,1,54,高,1,0,4.12
海淀,1,1,60,低,1,1,7.89
西城,3,1,73.5,高,1,1,10.62
朝阳,3,2,116.7,高,1,0,6.15
丰台,2,1,77.9,低,1,0,5.52
丰台,2,1,86.9,低,1,0,4.76
西城,3,1,100.2,高,1,0,8
丰台,3,2,164.7,高,1,0,4.89
朝阳,2,1,82.1,高,1,1,5.69
海淀,3,1,137.8,中,1,1,8.11
东城,2,0,45.8,低,1,0,8.67
西城,1,1,52.2,中,1,1,11.09
东城,1,1,91.4,高,1,0,6.53
丰台,3,2,130.3,低,1,0,5.46
石景山,2,1,87.2,高,1,0,4.67
石景山,2,1,54.8,中,1,0,4.33
东城,2,1,57.2,高,1,0,7.25
丰台,2,2,91.7,高,0,0,3.94
朝阳,2,2,106.2,中,1,0,6.54
西城,2,1,55.4,高,1,0,8.47
朝阳,2,1,89.1,高,1,0,5.82
石景山,2,2,52.4,低,0,0,4.47
西城,1,1,48.1,中,1,1,11.29
石景山,2,1,59.8,低,1,0,5
西城,1,1,33,中,1,0,9.03
丰台,2,2,111,低,0,0,3.97
丰台,2,1,95.8,中,1,0,3.91
海淀,2,1,149,高,1,1,7.46
东城,3,1,210.8,高,1,0,5.8
海淀,3,1,69.6,低,1,0,8.26
西城,3,1,83.2,中,1,1,8.25
朝阳,1,1,48.2,低,1,0,5.84
丰台,2,1,52.3,高,1,0,5.73
石景山,2,1,85.2,低,0,0,3.44
石景山,2,1,56.4,中,0,0,3.84
海淀,2,1,75,中,1,1,8.11
东城,2,1,52.8,低,1,0,8.64
丰台,1,0,34.7,高,1,0,4.61
海淀,2,1,86,高,0,0,4.76
朝阳,2,1,78.5,低,1,1,4.89
朝阳,2,2,108.4,高,1,0,5.01
丰台,2,1,70.9,高,1,0,5.07
丰台,2,2,83,低,1,0,4.77
东城,2,1,79.8,高,1,1,8.79
丰台,3,1,81.4,中,1,0,5.18
西城,3,2,160.7,高,1,1,8.42
西城,3,1,73.9,高,1,0,9.41
西城,4,1,240.5,高,0,1,7.86
海淀,2,2,97.4,低,1,1,6.58
朝阳,3,1,64.8,中,1,0,4.49
海淀,2,1,91.4,高,1,0,5.35
海淀,2,1,66.7,低,1,0,6.85
丰台,3,2,149.1,高,1,0,5.59
海淀,2,2,104.3,低,1,1,8.52
西城,2,1,71.7,低,1,1,10.9
东城,2,1,199.4,中,1,0,7.62
朝阳,2,1,61.2,高,1,0,4.47
海淀,3,1,71.1,中,1,0,6.53
丰台,3,2,156,低,1,0,5.06
朝阳,3,1,70,高,1,1,7.03
丰台,2,1,90.8,中,1,0,4.16
石景山,2,1,67.6,中,1,0,3.96
石景山,2,1,79.7,低,0,0,4.67
丰台,2,1,69,中,1,0,4.18
丰台,4,1,135.2,中,1,0,3.59
海淀,1,0,43.9,中,1,1,10.62
石景山,3,1,72.8,中,1,0,3.66
西城,3,1,101.6,低,1,0,8.84
海淀,3,2,87.7,低,1,0,8.23
朝阳,2,2,103,高,1,0,5.44
丰台,2,2,66.1,高,1,0,5.32
朝阳,3,2,279.5,低,1,0,7.07
海淀,3,2,113.3,高,1,0,7.97
东城,2,1,41.2,中,1,1,11.08
丰台,2,1,66.9,中,0,0,3.79
朝阳,1,1,65.6,高,1,0,6.35
西城,3,0,102.6,高,1,0,7.23
西城,2,1,55.8,高,1,0,9.11
朝阳,1,0,40.3,低,1,1,6.62
西城,2,2,71.5,高,1,0,8.17
东城,2,1,182.6,高,1,0,7.31
丰台,1,1,59.9,中,0,0,5.31
东城,2,1,60.1,低,1,0,6.51
西城,1,0,53.1,中,1,1,11.52
丰台,2,1,91.7,中,1,0,4.86
朝阳,3,2,194.2,高,1,0,7.26
丰台,1,1,60.2,低,1,0,4.65
西城,4,2,286,高,0,1,8.6
朝阳,3,1,87.2,中,1,1,5.95
朝阳,2,2,157.8,中,1,0,6.61
东城,2,1,66.3,高,1,1,7.9
西城,1,0,56.7,高,1,0,8.65
朝阳,2,1,78,高,1,0,5.82
海淀,2,1,56.7,中,1,0,8.96
海淀,1,1,46.5,低,1,0,8.36
丰台,2,1,83.8,中,1,0,4.11
朝阳,3,1,67.7,中,1,0,6.01
东城,3,1,142.7,低,1,0,6.79
丰台,2,1,54.4,高,1,0,4.24
东城,3,1,72.9,低,1,1,7.09
丰台,1,1,56.8,中,1,0,3.73
丰台,1,1,55.7,低,0,0,4.44
丰台,4,2,137.5,低,1,0,5.77
东城,1,1,47.5,高,1,0,7.86
海淀,3,1,70.5,高,1,0,8.7
西城,2,1,124.4,中,1,0,8.86
东城,2,1,59.1,高,0,0,5.04
海淀,3,0,75.6,低,1,0,6.26
西城,2,1,68,高,1,1,10.63
东城,2,0,66.3,高,1,1,7.63
海淀,2,1,62.5,高,1,0,6.62
丰台,3,1,83.2,高,1,0,4.2
东城,1,1,42.3,高,1,0,7.75
海淀,3,1,63.6,高,1,1,7.19
海淀,3,2,162.8,低,1,0,7.44
东城,1,0,64.3,低,1,0,5.98
朝阳,3,2,129.4,中,1,1,5.49
石景山,3,2,141,低,0,0,6.56
石景山,3,1,62.8,中,1,0,3.92
丰台,1,2,64.5,中,1,0,4.52
石景山,2,1,64.2,中,0,0,3.42
西城,2,1,87.8,低,1,1,11.51
朝阳,2,1,48,高,1,0,6.5
丰台,2,1,76.7,高,1,0,4.79
朝阳,2,2,88.3,高,0,0,4.75
西城,4,1,99.4,高,1,0,7.92
丰台,2,1,60.1,中,1,0,5.12
西城,2,1,72.2,中,1,1,10.9
朝阳,2,1,108.1,低,1,0,5.15
西城,4,2,297.5,中,1,1,11.38
丰台,1,2,69.9,中,1,0,5.35
朝阳,3,2,139.4,中,0,1,6.71
海淀,2,1,98.1,高,1,0,5.64
海淀,2,1,51.2,高,1,1,8.99
丰台,2,1,75.5,高,0,0,4.31
朝阳,1,1,46.6,低,1,0,6.16
西城,1,1,54.9,低,1,1,10.8
海淀,2,1,70.8,低,1,0,5.66
西城,3,2,150.2,中,1,1,10.35
丰台,3,0,56,低,1,0,4.37
丰台,3,2,128,中,0,0,4.21
石景山,2,1,70.6,中,0,0,4.18
石景山,2,1,58.6,中,1,0,4.58
西城,2,1,58.6,高,1,1,10.12
东城,2,2,118.8,中,1,0,8.61
东城,1,1,40.1,中,1,1,7.57
海淀,2,1,70.8,低,1,1,9.08
石景山,1,1,68.8,高,0,1,4.5
朝阳,1,1,59.9,中,1,0,6.34
丰台,2,1,94.3,低,1,0,4.79
东城,3,1,78.1,高,1,1,7.72
东城,2,1,160.8,低,1,1,8.16
海淀,5,1,261.9,高,1,0,8.06
西城,1,1,63.7,中,1,0,8.04
海淀,2,1,58.3,中,1,1,9.1
朝阳,2,1,58.3,低,1,0,5.83
丰台,2,1,75,高,0,0,3.86
西城,2,1,63.2,高,0,1,8.89
丰台,1,1,47.2,中,1,0,5.42
石景山,2,2,113.2,高,0,0,5.1
海淀,3,2,140.4,高,1,1,6.94
西城,2,1,64.2,低,1,1,8.25
东城,1,1,57.1,高,1,0,5.36
西城,3,1,78.8,低,1,1,9.09
石景山,3,2,133.8,中,1,0,5.15
海淀,1,1,48.1,高,1,1,8.81
西城,2,1,76.4,高,1,0,6.76
海淀,2,1,100,中,0,0,5.88
西城,3,1,49.5,低,1,1,9.84
海淀,2,1,59.9,高,1,1,7.74
丰台,2,2,76.8,中,1,0,5
石景山,3,1,91.7,低,1,0,3.53
石景山,2,1,61.3,低,0,0,3.36
朝阳,2,2,99,低,1,0,5.85
东城,2,1,47.2,高,1,0,7.01
丰台,3,1,87.3,中,1,0,4.77
西城,2,1,64.8,中,1,0,8.9
朝阳,3,1,79.8,中,1,0,6.92
海淀,2,1,75.3,低,1,0,5.9
丰台,3,2,142.7,低,1,0,4.83
海淀,1,1,62.5,高,1,0,5.32
东城,2,2,81.1,高,0,0,7.1
西城,2,1,74,高,1,1,8.28
西城,2,1,56.2,高,1,1,10.67
西城,3,1,250.6,低,1,1,6.91
朝阳,2,1,81.9,低,1,1,6.6
朝阳,2,2,43.7,中,1,0,4.61
海淀,2,1,101,中,1,0,7.08
海淀,3,1,116.7,中,1,0,5.86
西城,2,1,57.7,高,1,1,11.12
西城,2,1,84.2,低,1,0,7.3
石景山,2,1,89.1,中,1,0,5.85
朝阳,2,1,97.9,高,1,0,5.33
丰台,2,1,100.4,中,0,0,4.93
西城,2,1,69.9,中,1,0,9.64
西城,1,1,41.5,低,1,0,9.49
朝阳,2,1,55.8,低,1,0,6.14
海淀,2,2,100.1,中,1,0,5.45
石景山,3,1,60.6,高,1,0,4.82
石景山,1,1,32.4,低,1,0,5.83
石景山,2,1,59,低,0,0,4.09
海淀,3,1,95.4,高,1,1,7.55
朝阳,2,1,49.1,低,1,0,5.98
丰台,1,1,55.2,中,1,0,5.03
朝阳,3,2,139,中,1,0,4.98
石景山,2,1,66.9,高,1,0,4.23
朝阳,4,2,168.3,低,1,0,5.5
西城,2,1,58.7,高,1,1,9.8
朝阳,1,1,63.4,中,1,0,4.88
东城,2,1,69.5,高,1,1,8.42
东城,2,1,72.5,中,1,0,8.48
丰台,2,1,89.2,低,0,0,3.94
朝阳,2,1,98.6,高,1,1,6.68
石景山,2,1,60.2,高,1,0,4.98
海淀,1,1,52.6,中,1,0,5.74
朝阳,2,1,58.7,低,1,0,4.73
朝阳,2,1,60.9,中,1,0,6.35
海淀,1,1,55.1,高,0,0,7.27
朝阳,2,1,89.9,中,1,0,5.44
丰台,2,1,62.3,低,1,0,4.37
石景山,2,1,60.3,中,1,0,4.64
海淀,2,1,78.2,低,1,0,6.49
海淀,3,0,62.9,高,1,1,8.63
石景山,1,1,75,高,1,0,3.73
东城,4,2,177.7,中,1,1,7.1
西城,2,1,52.6,中,1,1,10.49
西城,3,2,250.6,低,0,0,5.28
西城,2,1,58.1,中,1,0,9.66
丰台,3,2,156.9,中,1,0,4.44
朝阳,2,2,110.5,中,1,0,5.6
丰台,3,2,159.7,高,1,0,5.16
朝阳,2,1,55.5,低,1,0,5.67
石景山,1,1,60.6,低,1,0,5.41
东城,2,2,112.1,中,1,1,7.29
东城,1,1,48.9,低,1,0,5.27
丰台,2,1,99.8,高,1,0,4.79
海淀,1,1,46.3,中,1,1,7.08
海淀,1,1,43.2,中,1,0,8.49
西城,3,2,153.6,低,1,1,10.28
东城,3,2,193.7,低,1,0,8.25
东城,3,1,86.1,低,1,0,8.6
朝阳,3,2,187.9,高,1,0,5.39
西城,3,0,142.5,中,1,0,8.12
海淀,2,1,88,中,1,0,6.93
朝阳,3,2,121,中,0,0,5
西城,3,2,184.9,中,1,0,9.28
东城,3,1,65.5,低,1,1,9.31
石景山,2,1,68.1,高,1,0,4.61
西城,2,1,57.3,低,1,1,9.61
西城,2,1,68,高,1,1,11
石景山,2,1,74.2,低,1,0,4.82
西城,2,1,66.1,中,1,1,9.85
丰台,2,1,62,中,1,0,4.08
朝阳,3,2,147.8,低,1,0,6.4
朝阳,2,2,135.8,低,1,0,5.37
朝阳,3,2,170.5,高,1,0,5.68
东城,2,2,100.6,低,1,0,7.83
西城,2,1,57.4,低,1,0,7
朝阳,2,1,86.9,低,0,0,4.12
西城,2,1,58.7,中,1,1,11.31
海淀,3,2,142.4,中,1,1,8.55
东城,2,1,55.6,高,1,1,10.06
石景山,1,1,37.1,中,0,0,6.21
东城,2,1,75.1,低,1,0,7.07
丰台,2,1,55.6,高,1,0,5.15
海淀,3,1,63.7,中,1,1,8.01
西城,1,1,51.1,低,0,1,8.24
丰台,2,1,87.7,低,1,0,5.36
东城,2,1,50,低,1,1,9.79
西城,3,2,140.4,低,1,1,8.64
海淀,3,1,90.1,低,1,0,5.98
朝阳,3,2,138.1,中,1,0,5.03
东城,2,1,84.8,高,1,1,8.52
东城,1,0,47.6,高,1,1,8.1
丰台,2,1,102.6,中,0,0,3.78
丰台,1,1,68.1,中,1,0,4.09
西城,2,1,113.9,低,1,0,7.32
西城,2,2,99.3,高,1,0,8.25
丰台,2,1,62.5,中,1,0,3.85
海淀,3,2,137.8,高,0,1,5.64
石景山,3,1,114.2,高,1,0,4.65
朝阳,2,1,81.6,高,1,1,5.61
石景山,3,2,127.3,低,0,0,5.37
丰台,1,1,52.9,低,1,0,4.77
朝阳,2,1,113.7,中,0,0,5.26
石景山,2,2,95.9,低,1,0,5.67
海淀,2,1,86.9,高,0,0,5.06
朝阳,2,1,140.2,低,1,0,5.07
海淀,2,1,86.6,低,0,1,6.8
丰台,3,1,96.6,高,1,0,4.48
西城,3,1,70.2,低,0,1,10.64
海淀,2,1,88.6,高,1,0,7.16
朝阳,3,1,146.9,高,1,0,4.77
朝阳,3,2,127.7,高,1,0,6.56
丰台,1,1,66.7,低,1,0,5.07
石景山,2,1,55.2,高,1,0,4.67
朝阳,3,2,115.6,中,1,0,5.08
东城,1,1,46.1,高,1,1,8.56
东城,1,2,60.5,高,1,0,5.71
海淀,4,2,162.4,高,1,0,6.75
西城,1,1,42.6,中,1,0,9.64
朝阳,3,2,255.2,低,1,1,5.81
海淀,4,2,148.7,高,1,1,8.72
丰台,2,2,46.5,低,0,0,5.8
东城,1,0,36.4,高,1,0,6.33
东城,2,1,53.1,低,1,1,9.57
朝阳,2,1,59.6,中,1,0,5.32
朝阳,1,1,81.4,低,1,0,7.64
朝阳,3,2,108.4,中,0,0,3.93
石景山,2,1,85.2,低,1,0,5.69
丰台,2,1,81,中,1,0,3.96
海淀,3,1,78.5,低,1,0,7.86
海淀,3,2,130.7,低,1,0,6.55
东城,1,0,57.7,低,1,1,8.84
西城,4,2,284.4,低,1,1,10.05
石景山,2,1,66.8,低,0,0,3.68
西城,1,0,51.6,中,1,0,7.98
朝阳,3,2,118.2,中,1,0,5.48
丰台,2,1,88.4,中,1,0,4.19
朝阳,2,1,61.3,高,1,0,5.67
海淀,2,1,100.8,高,1,1,8.22
东城,2,1,52,低,1,0,7.94
海淀,3,2,138.6,高,1,0,7.12
朝阳,1,2,93,高,1,0,5.08
丰台,1,1,61.6,低,1,0,4.42
石景山,1,1,62.9,中,1,0,4.64
石景山,2,1,93.5,高,0,0,4.5
丰台,2,1,55.7,高,1,0,4.97
海淀,3,1,91.5,中,1,1,9.19
石景山,3,1,81.1,高,1,0,5.14
西城,4,1,196.6,中,1,1,8.23
丰台,2,1,86.8,高,0,0,4.66
东城,2,1,58.4,低,1,0,9.18
海淀,1,1,40.4,低,1,1,10.45
丰台,3,2,158.8,中,1,0,4.14
朝阳,3,1,68,高,1,0,5.77
东城,1,0,55.5,低,1,0,6.07
海淀,3,2,177.2,高,1,1,9.59
东城,1,2,69.5,中,1,0,7.69
海淀,4,1,97.9,高,0,0,6.47
朝阳,2,1,86.5,低,1,0,5.12
朝阳,3,1,68.9,高,1,0,6.58
东城,2,1,57.7,中,1,1,6.94
石景山,3,1,104.3,高,1,0,4.79
丰台,3,2,126.7,高,1,0,5.77
石景山,2,2,97.8,中,1,0,6.66
东城,3,2,97.6,高,1,1,9.02
丰台,5,3,130.2,低,1,0,5.72
东城,1,1,46.8,中,1,0,7.68
丰台,2,1,83.8,中,1,0,4.52
朝阳,2,1,67.2,高,1,0,4.89
朝阳,2,1,98.1,中,1,0,4.54
东城,2,1,73.3,中,1,1,7.68
丰台,2,1,54.8,高,1,0,5.16
西城,2,1,72.9,中,1,0,7.21
海淀,2,1,69.7,低,1,0,7.46
朝阳,3,2,163.1,高,0,0,5.4
朝阳,3,1,112,高,1,0,4.51
石景山,2,2,121.2,中,0,0,5.47
丰台,2,1,76.1,中,1,0,3.95
丰台,2,1,89.1,低,1,0,4.16
海淀,3,1,79.1,低,1,1,10.16
朝阳,2,1,73,高,1,0,5.66
朝阳,3,1,84.8,低,1,1,5.36
西城,2,1,67.2,高,1,1,8.07
海淀,1,0,93.4,中,1,0,6.34
丰台,1,1,65.1,高,1,0,4.64
海淀,2,1,74.3,中,1,0,7.89
海淀,1,1,55.9,中,1,0,7.73
西城,3,2,121.9,低,0,0,6.66
海淀,2,1,59,中,1,0,6.24
海淀,3,2,175.1,中,1,0,5.42
海淀,2,1,63.8,低,1,0,7.34
丰台,2,1,86.4,中,0,0,3.37
丰台,3,1,76.3,中,1,0,5.47
朝阳,4,2,278.4,高,1,0,5.83
丰台,2,2,105.3,低,1,0,4.08
石景山,2,1,89.6,低,1,0,5
西城,1,1,66.7,中,1,0,7.76
丰台,1,1,63.5,高,1,0,4.06
丰台,2,2,100,中,0,0,4.46
丰台,2,1,67.9,中,1,0,4.59
石景山,2,1,59.9,高,0,0,4.47
东城,2,1,91.7,高,0,0,6.92
东城,2,1,123.1,中,1,0,7.86
海淀,2,1,61.5,低,1,1,7.69
朝阳,4,2,185,低,1,0,6.09
丰台,2,1,98.8,高,1,0,4.13
朝阳,1,1,71.9,低,1,0,4.9
海淀,2,1,48.5,低,1,1,9.26
西城,2,1,63.3,低,1,1,11.96
东城,3,2,170.1,中,1,0,7.55
东城,1,1,63.1,高,1,1,7.54
朝阳,3,2,170.7,低,1,0,5.17
石景山,3,2,114.3,中,1,0,6.41
丰台,3,1,115.5,低,1,0,5.18
朝阳,3,1,81.6,中,1,0,5.61
丰台,4,2,235.8,中,1,0,5.04
西城,3,1,131.5,高,1,1,9.8
东城,2,1,71.9,低,1,1,9.53
丰台,2,1,58.8,高,1,0,5.5
海淀,2,1,68,低,1,0,5.49
丰台,4,2,143.9,中,1,0,4.58
东城,4,2,124.1,高,1,1,8.07
东城,2,1,77.1,高,1,0,6.32
丰台,2,1,60.1,高,0,0,4.28
东城,2,2,120.2,中,1,0,8.01
东城,1,1,68,中,1,1,7.95
朝阳,2,1,65.2,中,1,0,5.06
海淀,3,2,126.4,高,0,0,6.51
朝阳,1,1,97.7,中,1,0,5.9
西城,2,2,92.4,中,0,0,6.21
海淀,3,1,83.1,高,1,1,7.83
海淀,2,2,108.9,低,0,1,6.55
海淀,3,2,128.5,高,1,1,8.31
朝阳,2,2,86.2,中,1,0,6.37
朝阳,1,1,39.6,高,1,0,6.97
东城,2,2,93.2,低,1,0,6.82
西城,3,1,105.2,中,1,1,10.94
东城,3,1,69.5,高,1,0,6.33
西城,2,2,127.2,中,1,0,6.51
东城,1,0,67.1,中,1,0,5.64
朝阳,3,2,160.4,中,0,0,5.28
东城,2,1,88.7,高,1,0,7.63
西城,1,1,51.7,低,0,0,8.6
朝阳,3,2,181.9,高,0,1,7.19
西城,3,2,158.5,高,1,1,7.06
朝阳,1,1,66.6,高,1,0,4.59
西城,3,1,127.4,中,1,0,8.85
海淀,2,1,100.3,低,1,0,7.82
东城,1,1,48.2,高,1,1,9.68
海淀,4,2,182.8,中,1,1,8.26
朝阳,2,1,80,低,0,0,4.38
石景山,3,2,134.3,中,0,0,4.58
石景山,2,2,53,低,0,0,4.45
朝阳,2,2,109.4,高,1,0,5.85
海淀,3,1,63.1,中,1,1,7.85
海淀,2,1,61.5,中,1,1,7.3
朝阳,3,1,124.7,高,1,0,5.71
东城,2,2,117.3,高,1,1,8.2
石景山,2,2,54.2,中,0,0,4.3
西城,3,1,73.1,高,1,1,10.44
东城,3,1,65.8,中,1,0,6.9
西城,2,1,91.9,低,1,1,9.45
西城,3,1,177.7,中,1,1,7.87
海淀,1,1,45,高,1,1,9.49
丰台,1,1,50.6,低,1,0,4.84
朝阳,1,1,54.6,低,1,0,5.89
朝阳,2,1,91.8,低,0,0,5.42
海淀,2,1,75.5,低,1,0,5.54
海淀,2,1,46.2,低,1,1,10.57
石景山,2,1,49.1,高,1,0,3.99
朝阳,2,2,111.2,中,1,0,5.57
海淀,3,1,72.7,高,1,1,9.55
朝阳,2,1,108.2,高,1,0,6.15
丰台,2,1,57.4,中,1,0,5.42
石景山,1,0,52.4,中,1,0,4.96
东城,2,1,68.1,低,1,0,6.01
海淀,2,1,54,高,1,0,6.13
朝阳,3,2,110.8,低,1,1,5.73
海淀,2,1,66.4,高,1,1,7.35
朝阳,3,2,142.3,高,1,0,4.87
朝阳,2,2,89.2,中,1,0,6.18
西城,2,1,58.5,高,1,1,8.32
西城,1,1,41.1,中,1,1,9.84
东城,2,1,65.9,高,1,0,6.89
西城,1,0,71.8,低,1,0,7.02
朝阳,2,1,67.6,中,1,0,6.05
海淀,1,1,52.2,中,0,0,6.85
东城,2,1,97.6,高,1,0,7.94
石景山,3,1,64.4,中,1,0,3.65
丰台,3,1,76.4,高,1,0,3.94
西城,1,1,39.8,低,1,1,8.78
石景山,3,1,84.9,低,1,0,4.55
石景山,2,1,68.5,高,1,0,4.26
东城,2,1,67.5,中,1,1,10.72
海淀,2,1,90.5,中,1,0,5.63
海淀,2,1,63.4,低,1,1,8.14
西城,3,1,68.4,中,1,1,12.09
石景山,2,1,75.9,低,1,0,4.85
朝阳,1,1,68.6,低,1,0,6.23
朝阳,3,2,171,高,1,0,6.06
丰台,3,2,118.3,高,1,0,4.09
西城,2,1,55.7,低,1,1,11.22
石景山,3,1,83.6,高,1,0,4.67
东城,1,1,63.3,中,1,0,5.57
朝阳,2,1,85.8,低,1,0,6.02
石景山,3,2,142.7,低,1,0,5.39
朝阳,3,2,124.5,低,1,1,7.48
海淀,3,1,84.3,高,1,0,6.34
海淀,1,1,63.2,低,1,1,7.71
海淀,3,1,82,高,1,0,7.97
朝阳,3,2,89.9,高,1,0,6.62
西城,2,1,52.1,高,1,1,11.79
东城,1,0,39.7,低,1,1,10.28
丰台,1,1,74.9,中,1,0,4.11
东城,3,1,81.9,中,1,1,7.31
西城,2,1,102.9,高,1,0,8.23
石景山,2,2,104.9,低,1,0,5.73
石景山,1,1,43.8,低,1,0,4.61
丰台,2,1,59.7,高,1,0,3.89
西城,2,1,70.9,高,1,0,8.96
西城,2,1,78.8,低,1,0,7.36
海淀,3,1,63.9,中,0,1,8.98
西城,3,2,142.4,低,1,0,8.31
西城,2,1,96.3,中,1,0,9.43
石景山,1,1,59.8,高,0,0,4.93
石景山,3,1,99.1,中,1,0,4.38
海淀,4,2,226.7,中,1,1,7.36
东城,2,1,60.2,高,1,1,10.11
海淀,2,1,50.7,高,1,1,7.06
西城,2,1,68.1,中,1,1,11.18
东城,2,2,101.9,高,1,1,8.67
东城,2,1,102.8,中,1,0,7.81
东城,1,1,55.1,低,1,1,9.69
西城,3,1,71.4,低,1,1,10.94
西城,2,1,139.9,中,1,0,7.9
东城,3,1,87.3,高,1,1,9.01
丰台,4,1,145.3,低,1,0,5.04
丰台,3,2,142.8,低,0,0,5.12
西城,2,1,63.5,中,1,1,11.59
朝阳,3,1,138.8,中,1,0,4.69
